BusinessName,LicenseNumber,LicenseType,ServiceStreet,ServiceStreet2,ServiceUnitType,ServiceUnit,ServiceCity,ServiceCounty,ServiceState,ServiceZip,ServiceCountry,IssuedDate,MailingStreet,MailingStreet2,MailingUnitType,MailingUnit,MailingCity,MailingCounty,MailingState,MailingZip,MailingCountry
ELITE LIQUIDS,1106353,BOP,16611 N 91ST ST STE 104,,STE,104,SCOTTSDALE,MARICOPA,AZ,852601523,USA,2014-12-17 00:00:00,,,,,,,,,
GLOBAL NEURO DIAGNOSTICS,1114947,BOP,16427 N SCOTTSDALE RD STE 410,,STE,410,SCOTTSDALE,MARICOPA,AZ,852547102,USA,2018-01-23 00:00:00,2670 FIREWHEEL DR STE B,,STE,B,FLOWER MOUND,DENTON,TX,750287596,USA
SUNNOVA ASSET PORTFOLIO 4 LLC,1107320,TPS,24 GREENWAY PLZ STE 1515,,STE,1515,HOUSTON,HARRIS,TX,770462452,USA,2016-01-06 00:00:00,PO BOX 56229  ,,,,HOUSTON,HARRIS,TX,772566229,USA
DAVID FRANCIS HOME SERVICES LL,1105689,TPS,13868 E GERONIMO RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852592227,USA,2015-12-31 00:00:00,,,,,,,,,
BALBOA CAPITAL CORPORATION,1085560,TPS,15279 N SCOTTSDALE RD STE 245,,STE,245,SCOTTSDALE,MARICOPA,AZ,852542657,USA,2015-12-16 00:00:00,575 ANTON BLVD FL 12TH,,FL,12TH,COSTA MESA,ORANGE,CA,926267169,USA
NEKTOR INDUSTRIES INC,0110757,TPS,4340 N 42ND AVE  ,,,,PHOENIX,MARICOPA,AZ,850193302,USA,2016-02-24 00:00:00,5050 N 40TH ST STE 280,,STE,280,PHOENIX,MARICOPA,AZ,850182188,USA
EDWARD D JONES & CO LP,1046727,BOP,15029 N THOMPSON PEAK PKWY STE B117,,STE,B117,SCOTTSDALE,MARICOPA,AZ,852602863,USA,2018-01-31 00:00:00,PO BOX 66528  ,,,,SAINT LOUIS,SAINT LOUIS CITY,MO,631666528,USA
DOLLAR TREE STORE #2651,0921153,TPS,7750 E MCDOWELL RD STE 106,,STE,106,SCOTTSDALE,MARICOPA,AZ,852573758,USA,2015-12-11 00:00:00,500 VOLVO PKWY  ,,,,CHESAPEAKE,CHESAPEAKE CITY,VA,233201604,USA
BITES DONUTS LLC,1120692,TPS,2984 E WYATT WAY  ,,,,GILBERT,MARICOPA,AZ,852972143,USA,2015-10-23 00:00:00,,,,,,,,,
ALLERGY & ENVIRONMENTAL TREATM,1082463,TPS,8952 E DESERT COVE DR STE 114,,STE,114,SCOTTSDALE,MARICOPA,AZ,852606776,USA,2015-12-23 00:00:00,8776 E SHEA BLVD STE 106-304,,STE,106-304,SCOTTSDALE,MARICOPA,AZ,852606629,USA
ONE NORTH SCOTTSDALE APARTMENT,1122356,TPS,7355 E THOMPSON PEAK PKWY  ,,,,SCOTTSDALE,MARICOPA,AZ,852554110,USA,2016-01-19 00:00:00,7 CORPORATE PLAZA DR  ,,,,NEWPORT BEACH,ORANGE,CA,926607904,USA
THE CLARK BROWN COMPANY LLC,1128675,TPS,33535 N 64TH PL  ,,,,SCOTTSDALE,MARICOPA,AZ,852667364,USA,2016-07-27 00:00:00,33589 N 70TH WAY  ,,,,SCOTTSDALE,MARICOPA,AZ,852667115,USA
UNIVERSITY MECHANICAL AND ENGI,0121055,TPS,1200 N SICKLES DR  ,,,,TEMPE,MARICOPA,AZ,852811853,USA,2016-03-22 00:00:00,,,,,,,,,
TERREMARK NORTH AMERICA INC,1081014,TPS,1 VERIZON WAY  VC53S229,,,VC53S229,BASKING RIDGE,SOMERSET,NJ,079201025,USA,2015-12-30 00:00:00,1050 CROWN POINTE PKWY STE 1500,,STE,1500,ATLANTA,DEKALB,GA,303387704,USA
HIGBY DESIGN LLC,1132330,TPS,11069 E MEADOWHILL DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852551630,USA,2017-02-06 00:00:00,,,,,,,,,
PGA TOUR INC,1085891,TPS,8501 E PRINCESS DR STE 110,,STE,110,SCOTTSDALE,MARICOPA,AZ,852555481,USA,2015-12-23 00:00:00,103 CHAMPIONSHIP WAY  ,,,,PONTE VEDRA BEACH,SAINT JOHNS,FL,320825050,USA
JAMES A BOYD & LORI HAYDEN BOY,1087463,TPS,9809 E PERSHING AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852604442,USA,2016-01-27 00:00:00,PO BOX 5689  ,,,,SCOTTSDALE,MARICOPA,AZ,852615689,USA
INFORMA SOFTWARE,1062309,TPS,2300 MAITLAND CENTER PKWY STE 220,,STE,220,MAITLAND,ORANGE,FL,327517411,USA,2015-12-23 00:00:00,,,,,,,,,
DIRT DOG PLUMBING LLC,0899148,TPS,2310 E ELMWOOD ST  ,,,,MESA,MARICOPA,AZ,852135910,USA,2013-04-15 00:00:00,2222 E HACKAMORE ST  ,,,,MESA,MARICOPA,AZ,852134007,USA
RIVER CITY FURNITURE LLC,1022011,TPS,6454 CENTRE PARK DR  ,,,,WEST CHESTER,BUTLER,OH,450694800,USA,2015-11-21 00:00:00,,,,,,,,,
VICKI CARPEL MILLER BSN, MS, L,1014084,BOP,8010 E MORGAN TRL STE 5,,STE,5,SCOTTSDALE,MARICOPA,AZ,852581234,USA,2017-12-19 00:00:00,,,,,,,,,
PENSKE AUTOMOTIVE COLLISION CE,1027815,TPS,350 N HAYDEN RD STE 102,,STE,102,SCOTTSDALE,MARICOPA,AZ,852574623,USA,2015-12-28 00:00:00,7015 E CHAUNCEY LN  ,,,,PHOENIX,MARICOPA,AZ,850546143,USA
CHOICE IMAGES SALON,1105764,BOP,7329 E STETSON DR STE 18,,STE,18,SCOTTSDALE,MARICOPA,AZ,852513490,USA,2018-01-02 00:00:00,,,,,,,,,
DIGNEY YORK ASSOCIATES LLC,1034117,TPS,1919 GALLOWS RD STE 950,,STE,950,VIENNA,FAIRFAX,VA,221824007,USA,2015-12-09 00:00:00,,,,,,,,,
KD BELL PROPERTIES LLC,1107425,TPS,15849 N 77TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852601746,USA,2016-01-04 00:00:00,,,,,,,,,
TRANS CITY SERVICE CORPORATION,1082883,BOP,7500 E MCDONALD DR STE 720,,STE,720,SCOTTSDALE,MARICOPA,AZ,852506000,USA,2017-12-05 00:00:00,,,,,,,,,
SELECT SECURITY SYSTEMS INC,1098385,TPS,8957 W WINDSOR DR STE 129,,STE,129,PEORIA,MARICOPA,AZ,853816151,USA,2015-12-04 00:00:00,,,,,,,,,
EDWARD DON & COMPANY,1086875,TPS,9801 ADAM DON PKWY  ,,,,WOODRIDGE,DU PAGE,IL,605178136,USA,2015-12-09 00:00:00,,,,,,,,,
CARDIOLOGISTS OF SCOTTSDALE,1017238,BOP,7970 E THOMPSON PEAK PKWY STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852557407,USA,2017-12-27 00:00:00,7970 E THOMPSON PEAK PKWY STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852557407,USA
DIVERGENT INVESTMENTS,1131032,TPS,7724 E 1ST AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852514641,USA,2016-10-20 00:00:00,2025 E STATE AVE  ,,,,PHOENIX,MARICOPA,AZ,850204740,USA
PRESIDIO TECHNOLOGY CAPITAL LL,1116419,TPS,2 SUN CT  ,,,,NORCROSS,GWINNETT,GA,300922816,USA,2015-12-23 00:00:00,12120 SUNSET HILLS RD STE 202,,STE,202,RESTON,FAIRFAX,VA,201905862,USA
PRUITT MANAGEMENT CORPORATION,0118968,TPS,11225 N 28TH DR STE A105,,STE,A105,PHOENIX,MARICOPA,AZ,850295607,USA,2016-01-05 00:00:00,7942 W BELL RD STE C5,,STE,C5,GLENDALE,MARICOPA,AZ,853088710,USA
SCOTTSDALE DETOX CENTER OF ARI,1134668,BOP,7283 E EARLL DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852517230,USA,2018-08-09 00:00:00,21001 N TATUM BLVD STE 475-1630,,STE,475-1630,PHOENIX,MARICOPA,AZ,850504202,USA
ROSE'S HALLMARK,1104159,TPS,9019 E VIA LINDA  ,,,,SCOTTSDALE,MARICOPA,AZ,852585400,USA,2015-12-24 00:00:00,11209 E KAREN DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852551842,USA
DEFALCOS ITALIAN GROCERY INC,0105637,TPS,2334 N SCOTTSDALE RD STE A133,,STE,A133,SCOTTSDALE,MARICOPA,AZ,852572187,USA,2015-12-04 00:00:00,,,,,,,,,
NEUROPSYCHOLOGY CONSULTING,0086592,BOP,5743 E THOMAS RD STE 106,,STE,106,SCOTTSDALE,MARICOPA,AZ,852517571,USA,2008-01-15 00:00:00,,,,,,,,,
JOINT COMMISSION RESOURCES INC,1109977,TPS,1515 W 22ND ST  ,,,,OAK BROOK,DU PAGE,IL,605232007,USA,2016-01-05 00:00:00,,,,,,,,,
PRECISE SIGNS,0138093,TPS,3914 W MARICOPA ST  ,,,,PHOENIX,MARICOPA,AZ,850095430,USA,2007-12-24 00:00:00,,,,,,,,,
OPEN SOURCE NETWORK SOLUTIONS,1091939,TPS,16650 N 91ST ST STE 107,,STE,107,SCOTTSDALE,MARICOPA,AZ,852601584,USA,2015-12-23 00:00:00,,,,,,,,,
RED STAR SCOTTSDALE LLC,1133979,BOP,2200 N SCOTTSDALE RD STE B,,STE,B,SCOTTSDALE,MARICOPA,AZ,852572145,USA,2018-02-13 00:00:00,6202 S MAPLE AVE STE 127,,STE,127,TEMPE,MARICOPA,AZ,852832861,USA
PREMIER KITCHEN & BATH,1117431,TPS,4856 E BASELINE RD STE 108,,STE,108,MESA,MARICOPA,AZ,852064637,USA,2016-01-06 00:00:00,,,,,,,,,
ADH POOL SERVICE,1011172,TPS,2932 W GOLDEN LN  ,,,,PHOENIX,MARICOPA,AZ,850513964,USA,2015-12-30 00:00:00,,,,,,,,,
MINDFUL TOUCH FOR TRANSFORMATI,1134347,BOP,7101 E INDIAN SCHOOL RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852513807,USA,2018-05-07 00:00:00,16616 E GUNSIGHT DR APT 118,,APT,118,FOUNTAIN HILLS,MARICOPA,AZ,852684700,USA
CLEAR DEMAND INC,1086428,TPS,6991 E CAMELBACK RD STE D205,,STE,D205,SCOTTSDALE,MARICOPA,AZ,852512411,USA,2015-12-14 00:00:00,,,,,,,,,
ADG COMMUNICATIONS,1089129,TPS,9950 W VAN BUREN ST STE 134,,STE,134,AVONDALE,MARICOPA,AZ,853235320,USA,2015-12-24 00:00:00,,,,,,,,,
MURPHY,1126921,TPS,8256 E ARABIAN TRL UNIT 148,,UNIT,148,SCOTTSDALE,MARICOPA,AZ,852581867,USA,2016-05-17 00:00:00,15825 S 46TH ST STE 128,,STE,128,PHOENIX,MARICOPA,AZ,850480445,USA
IMPACT SIGN & GRAPHIC,1105448,TPS,1606 E UNIVERSITY DR STE 105,,STE,105,PHOENIX,MARICOPA,AZ,850346714,USA,2016-01-06 00:00:00,,,,,,,,,
GENUINE PARTS COMPANY,1065171,TPS,8241 E EVANS RD STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852603650,USA,2015-11-21 00:00:00,PO BOX 4907  ,,,,NORCROSS,GWINNETT,GA,300914907,USA
SUPERCUTS,1102423,TPS,10701 N SCOTTSDALE RD STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852546720,USA,2016-01-04 00:00:00,2850 E SKYLINE DR STE 200,,STE,200,TUCSON,PIMA,AZ,857188014,USA
LIVING FREE WITH JUNE LOUISE,1085197,TPS,9465 E IRONWOOD SQUARE DR STE 105,,STE,105,SCOTTSDALE,MARICOPA,AZ,852584579,USA,2015-12-14 00:00:00,,,,,,,,,
PSYCHIATRY OF SCOTTSDALE PLLC,1088020,BOP,8800 E RAINTREE DR STE 130,,STE,130,SCOTTSDALE,MARICOPA,AZ,852603959,USA,2018-02-15 00:00:00,,,,,,,,,
GALE CONTRACTOR SERVICES,1060156,TPS,8980 S MCKEMY ST  ,,,,TEMPE,MARICOPA,AZ,852842911,USA,2015-11-24 00:00:00,475 N WILLIAMSON BLVD  ,,,,DAYTONA BEACH,VOLUSIA,FL,321147185,USA
FJ RECEIVABLES LLC,1089935,BOP,6900 E CAMELBACK RD STE 250,,STE,250,SCOTTSDALE,MARICOPA,AZ,852518042,USA,2018-01-29 00:00:00,,,,,,,,,
JUSTIN SUH,1131904,TPS,6803 E MAIN ST UNIT 1107,,UNIT,1107,SCOTTSDALE,MARICOPA,AZ,852514319,USA,2016-12-05 00:00:00,4864 E BASELINE RD STE 109,,STE,109,MESA,MARICOPA,AZ,852064629,USA
LANMOR SERVICES INC,1006330,TPS,7021 W AUGUSTA AVE STE 101,,STE,101,GLENDALE,MARICOPA,AZ,853031206,USA,2015-11-21 00:00:00,2058 W ROSE GARDEN LN  ,,,,PHOENIX,MARICOPA,AZ,850272620,USA
THE HOME MAG PHOENIX LLC,1123801,TPS,5010 E SHEA BLVD STE 250,,STE,250,SCOTTSDALE,MARICOPA,AZ,852544681,USA,2016-02-16 00:00:00,1732 SE 47TH TER  ,,,,CAPE CORAL,LEE,FL,339048717,USA
ADVANTAGE PERFORMANCE GROUP,1111105,TPS,100 SMITH RANCH RD STE 306,,STE,306,SAN RAFAEL,MARIN,CA,949031994,USA,2015-12-23 00:00:00,,,,,,,,,
JPMORGAN CHASE BANK NATIONAL A,0932457,TPS,8999 E SHEA BLVD  ,,,,SCOTTSDALE,MARICOPA,AZ,852606702,USA,2015-11-21 00:00:00,1111 POLARIS PKWY  ,,,,COLUMBUS,DELAWARE,OH,432402031,USA
T H BRENNEN,1104402,TPS,7150 E MAIN ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852514316,USA,2016-01-27 00:00:00,,,,,,,,,
3GENWEALTH,1129178,BOP,4434 N CIVIC CENTER PLZ STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852513539,USA,2018-01-25 00:00:00,,,,,,,,,
WAYPOINT HOMES,1095946,TPS,16700 N THOMPSON PEAK PKWY STE 230,,STE,230,SCOTTSDALE,MARICOPA,AZ,852602387,USA,2015-12-21 00:00:00,8665 E HARTFORD DR STE 200,,STE,200,SCOTTSDALE,MARICOPA,AZ,852557807,USA
MOE'S CONCRETE LLC,1120365,TPS,1817 W WILLETTA ST  ,,,,PHOENIX,MARICOPA,AZ,850071821,USA,2016-08-29 00:00:00,,,,,,,,,
THE ORTHOPEDIC CLINIC ASSOCIAT,0879239,BOP,9377 E BELL RD STE 231,,STE,231,SCOTTSDALE,MARICOPA,AZ,852601503,USA,2018-01-30 00:00:00,,,,,,,,,
KEYSTONE DENTAL,1093976,TPS,144 MIDDLESEX TPKE  ,,,,BURLINGTON,MIDDLESEX,MA,018034403,USA,2015-11-21 00:00:00,40 SHUMAN BLVD STE 160,,STE,160,NAPERVILLE,DU PAGE,IL,605638650,USA
CRISIS PREPARATION AND RECOVER,1021747,BOP,10799 N 90TH ST STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852606110,USA,2018-01-22 00:00:00,,,,,,,,,
TONI & GUY,1097560,TPS,7014 E CAMELBACK RD STE 1244,,STE,1244,SCOTTSDALE,MARICOPA,AZ,852511263,USA,2015-12-30 00:00:00,,,,,,,,,
JEFFREY D CLARK DDS PC,0085289,BOP,8765 E BELL RD STE 201,,STE,201,SCOTTSDALE,MARICOPA,AZ,852601321,USA,2018-01-23 00:00:00,,,,,,,,,
GRIMALDI'S PIZZERIA,1058989,TPS,15147 N SCOTTSDALE RD STE 135,,STE,135,SCOTTSDALE,MARICOPA,AZ,852542101,USA,2015-12-30 00:00:00,15005 N NORTHSIGHT BLVD  ,,,,SCOTTSDALE,MARICOPA,AZ,852602617,USA
KLYNS POOL PLUMBING INC,1042384,TPS,7021 W AUGUSTA AVE STE 116,,STE,116,GLENDALE,MARICOPA,AZ,853031206,USA,2015-12-10 00:00:00,PO BOX 37817  ,,,,PHOENIX,MARICOPA,AZ,850697817,USA
ALBER PARKING LOT STRIPING INC,0890700,TPS,814 E STACEY LN  ,,,,TEMPE,MARICOPA,AZ,852844015,USA,2015-12-31 00:00:00,,,,,,,,,
EBZA,1127650,TPS,7014 E CAMELBACK RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852511227,USA,2016-10-10 00:00:00,20750 N 87TH ST UNIT 1032,,UNIT,1032,SCOTTSDALE,MARICOPA,AZ,852555203,USA
MASTER FORMULA POLISHES,1124823,TPS,130 MONTEREY RD UNIT 107,,UNIT,107,S PASADENA,LOS ANGELES,CA,910305036,USA,2016-03-03 00:00:00,,,,,,,,,
KAREN LONG INTERIOR DESIGN INC,0142569,TPS,7650 E VAQUERO DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852582100,USA,2015-12-23 00:00:00,,,,,,,,,
DUSHANTRA LLC,1124237,TPS,3099 N CIVIC CENTER PLZ  ,,,,SCOTTSDALE,MARICOPA,AZ,852516903,USA,2016-03-08 00:00:00,2440 S 34TH PL  ,,,,TUCSON,PIMA,AZ,857134246,USA
LARSON-WHITE LLC,0927529,TPS,4383 N 75TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852513504,USA,2016-01-07 00:00:00,4383 N 75TH ST STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852513583,USA
MEDALLIA INC,1116843,TPS,395 PAGE MILL RD STE 100,,STE,100,PALO ALTO,SANTA CLARA,CA,943062066,USA,2015-12-24 00:00:00,,,,,,,,,
MOD-IFIED CORP,1134661,BOP,8235 E ROMA AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852512722,USA,2018-08-07 00:00:00,102  10471 178TH ST  ,,,,EDMONTON,,AB,T5S1R5,CAN
REBOUND GOLF PERFORMANCE,1022013,BOP,33777 N SCOTTSDALE RD STE 110,,STE,110,SCOTTSDALE,MARICOPA,AZ,852661570,USA,2007-12-06 00:00:00,349 W GLENEAGLES DR  ,,,,PHOENIX,MARICOPA,AZ,850235244,USA
PAWS 4 PEACE LLC,1063574,TPS,9207 E ASTER DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852604572,USA,2015-12-03 00:00:00,,,,,,,,,
HURRICANE FENCE CO,1080828,TPS,3404 W LINCOLN ST  ,,,,PHOENIX,MARICOPA,AZ,850095619,USA,2016-04-05 00:00:00,PO BOX 18166  ,,,,PHOENIX,MARICOPA,AZ,850058166,USA
MICHAEL AND BETTINA MELVIN,1116017,TPS,9270 E THOMPSON PEAK PKWY UNIT 304,,UNIT,304,SCOTTSDALE,MARICOPA,AZ,852554539,USA,2015-12-14 00:00:00,4645 E COTTON GIN LOOP  ,,,,PHOENIX,MARICOPA,AZ,850408885,USA
NORTH SIXTY EIGHTH LLC,1123283,TPS,11243 N 68TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852546132,USA,2016-01-27 00:00:00,7330 N 16TH ST STE A-320,,STE,A-320,PHOENIX,MARICOPA,AZ,850205237,USA
ON Q FINANCIAL INC,1021591,BOP,14275 N 87TH ST STE 210,,STE,210,SCOTTSDALE,MARICOPA,AZ,852603697,USA,2018-02-06 00:00:00,4800 N SCOTTSDALE RD STE 5500,,STE,5500,SCOTTSDALE,MARICOPA,AZ,852517639,USA
ENVITA NATURAL MEDICAL CENTER,1098270,TPS,8759 E BELL RD STE G,,STE,G,SCOTTSDALE,MARICOPA,AZ,852601340,USA,2015-12-02 00:00:00,9343 E BAHIA DR STE 202,,STE,202,SCOTTSDALE,MARICOPA,AZ,852601559,USA
PRESTONS STEAKHOUSE,1112267,TPS,8700 E PINNACLE PEAK RD STE 115,,STE,115,SCOTTSDALE,MARICOPA,AZ,852553586,USA,2016-01-04 00:00:00,,,,,,,,,
RITE WAY COMMUNICATIONS,1061012,TPS,1909 E RAY RD STE 9-110,,STE,9-110,CHANDLER,MARICOPA,AZ,852258728,USA,2016-01-19 00:00:00,,,,,,,,,
HAND & WRIST URGENT CARE LLC,1131998,BOP,8841 E BELL RD STE 102,,STE,102,SCOTTSDALE,MARICOPA,AZ,852601535,USA,2017-12-26 00:00:00,,,,,,,,,
NATIONAL WESTERN CAPITAL CORPO,1104964,BOP,7134 E STETSON DR STE 400,,STE,400,SCOTTSDALE,MARICOPA,AZ,852513280,USA,2018-01-02 00:00:00,,,,,,,,,
CARETAKER LANDSCAPE AND TREE M,1096699,TPS,741 N MONTEREY ST  ,,,,GILBERT,MARICOPA,AZ,852333816,USA,2015-12-08 00:00:00,,,,,,,,,
ADRIANA PAVON SALON,1103690,TPS,7015 E 1ST AVE STE 9,,STE,9,SCOTTSDALE,MARICOPA,AZ,852514303,USA,2016-04-11 00:00:00,8043 E CLARENDON AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852514855,USA
B C S ENTERPRISES INC,0103573,TPS,1275 W HOUSTON AVE  ,,,,GILBERT,MARICOPA,AZ,852331810,USA,2015-12-16 00:00:00,,,,,,,,,
BLU SUSHI LOUNGE & GRILL,1109769,TPS,23233 N PIMA RD STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852558359,USA,2016-01-14 00:00:00,,,,,,,,,
POLLOCK GATEWAY II LLC,1011837,TPS,8901 E MOUNTAIN VIEW RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852584402,USA,2015-12-24 00:00:00,150 PORTOLA RD  ,,,,PORTOLA VALLEY,SAN MATEO,CA,940287852,USA
GREEN STREET COMMUNITIES INC,1090193,TPS,3131 E CAMELBACK RD STE 410,,STE,410,PHOENIX,MARICOPA,AZ,850164539,USA,2015-12-23 00:00:00,4203 E INDIAN SCHOOL RD STE 300,,STE,300,PHOENIX,MARICOPA,AZ,850185340,USA
INFONET SERVICES CORPORATION,0124352,TPS,2160 E GRAND AVE  ,,,,EL SEGUNDO,LOS ANGELES,CA,902455024,USA,2015-12-23 00:00:00,11440 COMMERCE PARK DR  ,,,,RESTON,FAIRFAX,VA,201911555,USA
SCOTTSDALE TRAINING FACILITY P,1115538,TPS,15650 N 83RD WAY STE 103,,STE,103,SCOTTSDALE,MARICOPA,AZ,852601845,USA,2015-12-23 00:00:00,,,,,,,,,
LOS ARCOR PROF CENTER SOUTH,0121480,TPS,13901 N 73RD ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852603196,USA,2007-12-17 00:00:00,14415 N 73RD ST STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852603130,USA
BRIANJE LLC,0902213,TPS,7819 E GREENWAY RD STE 5,,STE,5,SCOTTSDALE,MARICOPA,AZ,852601719,USA,2015-12-07 00:00:00,,,,,,,,,
BOYD MILLER,1032222,TPS,7537 E EDGEMONT AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852571513,USA,2008-06-25 00:00:00,27 E CACTUS WREN DR  ,,,,PHOENIX,MARICOPA,AZ,850204814,USA
INCOME PROPERTY EXPO,1112966,TPS,2201 SMOKEWOOD AVE  ,,,,FULLERTON,ORANGE,CA,928311106,USA,2016-01-19 00:00:00,PO BOX 1388  ,,,,PLACENTIA,ORANGE,CA,928711388,USA
MOM 365 INC,1076535,TPS,3613 MUELLER RD  ,,,,SAINT CHARLES,SAINT CHARLES,MO,633018003,USA,2015-11-21 00:00:00,,,,,,,,,
ZONED PROPERTIES INC,1118369,BOP,14300 N NORTHSIGHT BLVD STE 208,,STE,208,SCOTTSDALE,MARICOPA,AZ,852603676,USA,2018-01-11 00:00:00,14269 N 87TH ST STE 205,,STE,205,SCOTTSDALE,MARICOPA,AZ,852603695,USA
CORLEONE'S,0908963,TPS,15040 N NORTHSIGHT BLVD STE 106,,STE,106,SCOTTSDALE,MARICOPA,AZ,852602615,USA,2016-05-24 00:00:00,15040 N NORTHSIGHT BLVD STE 106,,STE,106,SCOTTSDALE,MARICOPA,AZ,852602615,USA
RED ROCK REMODELING,1107189,TPS,5042 E ARMOR ST  ,,,,CAVE CREEK,MARICOPA,AZ,853313396,USA,2015-12-07 00:00:00,,,,,,,,,
LOIS WESER,0104859,TPS,10269 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852531424,USA,2007-12-31 00:00:00,14015 N HAMPSTEAD DR  ,,,,FOUNTAIN HILLS,MARICOPA,AZ,852682738,USA
THOMAS SIGN & AWNING CO INC,0924343,TPS,4590 118TH AVE N  ,,,,CLEARWATER,PINELLAS,FL,337624405,USA,2015-12-16 00:00:00,,,,,,,,,
ARBY'S #7029,0919592,TPS,11054 N FRANK LLOYD WRIGHT BLVD  ,,,,SCOTTSDALE,MARICOPA,AZ,852592645,USA,2015-11-21 00:00:00,225 E GERMANN RD STE 150,,STE,150,GILBERT,MARICOPA,AZ,852972909,USA
MCCULLOUGH MOVE A HOME INC,1041125,TPS,4029 E MADISON ST  ,,,,PHOENIX,MARICOPA,AZ,850343037,USA,2015-12-31 00:00:00,,,,,,,,,
THE PROPER BEAST CHARCUTERIE,1119749,TPS,961 W RAY RD STE 1,,STE,1,CHANDLER,MARICOPA,AZ,852256553,USA,2016-01-04 00:00:00,8037 E VIA CAMPO  ,,,,SCOTTSDALE,MARICOPA,AZ,852582838,USA
KELCO CONTRACTING LLC,1092802,TPS,936 E JAVELINA AVE  ,,,,MESA,MARICOPA,AZ,852046630,USA,2015-12-09 00:00:00,,,,,,,,,
XPONENT EMPLOYER SOLUTIONS,1086399,BOP,14500 N NORTHSIGHT BLVD STE 108,,STE,108,SCOTTSDALE,MARICOPA,AZ,852603659,USA,2018-01-31 00:00:00,,,,,,,,,
SITEWORKS LANDSCAPE MAINTENANC,1125652,TPS,2915 W FAIRVIEW ST  ,,,,CHANDLER,MARICOPA,AZ,852244702,USA,2016-04-01 00:00:00,,,,,,,,,
B M W FINANCIAL SERVICES NA, L,0107197,TPS,300 CHESTNUT RIDGE RD  ,,,,WOODCLIFF LAKE,BERGEN,NJ,076777739,USA,2015-12-16 00:00:00,PO BOX 1227  ,,,,WESTWOOD,,NJ,076751227,USA
IDEATRON LLC,1124537,TPS,8151 E EVANS RD STE 8,,STE,8,SCOTTSDALE,MARICOPA,AZ,852603648,USA,2016-04-19 00:00:00,,,,,,,,,
VERISAE INC,1114517,TPS,730 2ND AVE S STE 600,,STE,600,MINNEAPOLIS,HENNEPIN,MN,554022420,USA,2015-12-21 00:00:00,,,,,,,,,
WARREN COLLINS AND ASSOCIATES,1050354,TPS,5470 DANIELS ST  ,,,,CHINO,SAN BERNARDINO,CA,917109012,USA,2015-12-08 00:00:00,,,,,,,,,
CUSTOM ROOFING COMPANY INC,0911679,TPS,320 S 40TH PL  ,,,,PHOENIX,MARICOPA,AZ,850343093,USA,2015-11-21 00:00:00,,,,,,,,,
KODIAK PROPERTIES LLC,1110336,TPS,6943 E DIAMOND ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852573234,USA,2015-12-14 00:00:00,PO BOX 97088  ,,,,PHOENIX,MARICOPA,AZ,850607088,USA
MOVEAHOLICS LLC,1095576,BOP,3200 N HAYDEN RD STE 210-336,,STE,210-336,SCOTTSDALE,MARICOPA,AZ,852516652,USA,2017-01-05 00:00:00,1165 N NIELSON ST  ,,,,GILBERT,MARICOPA,AZ,852342324,USA
PEARL D PEGLER LIVING TRUST,0130324,TPS,5016 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852537002,USA,2007-11-27 00:00:00,36871 HIGHWAY 101  ,,,,PORT ORFORD,CURRY,OR,974659500,USA
TEASPRESSA LLC,1131116,TPS,7033 E MAIN ST STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852514360,USA,2016-10-25 00:00:00,,,,,,,,,
BRIDAL 4 THE WIN,1133527,BOP,7272 E INDIAN SCHOOL RD STE 540,,STE,540,SCOTTSDALE,MARICOPA,AZ,852513921,USA,2018-08-15 00:00:00,,,,,,,,,
